[PQView SteadyState]
A1
V Flicker Pst A,V Flicker Pst B,V Flicker Pst C,V Flicker Plt A,V Flicker Plt B,V Flicker Plt C
2007-07-12 23:00:00,1.3369,1.1112,1.1665,1.12436192373778,0.93537958090093,1.02180315187251
2007-07-12 23:10:00,0.5845,0.4756,0.4843,1.03960434320583,0.92439710654855,1.01143295713286
2007-07-12 23:20:00,0.16074,0.08922,0.15255,1.1121723654468,0.873537686636053,0.953708665532582
2007-07-12 23:30:00,1.4484,1.4191,1.4759,1.02970533422445,0.966942792590852,1.04301872462193
2007-07-12 23:40:00,0.6967,0.5794,0.6539,0.979584882204681,0.903343093034422,0.95695487425362
2007-07-12 23:50:00,1.0986,0.7958,0.8214,0.950409570318653,0.861770662070196,0.912189253037224
2007-07-13 00:00:00,0.23442,0.20906,0.16947,1.00458982386719,0.849272276657421,0.892871245351409
2007-07-13 00:10:00,1.2423,1.0138,1.0195,1.02425369918718,0.886386889219431,0.927940753404042
2007-07-13 00:20:00,0.9012,0.933,0.8523,1.06139127536352,0.914099304565231,0.947400596935119
2007-07-13 00:30:00,1.2959,1.2118,1.1488,1.00415105957642,0.948952874458591,0.978436889562339
2007-07-13 00:40:00,0.25093,0.20706,0.2411,0.933515102184624,0.897948908071263,0.907445639768465
2007-07-13 00:50:00,0.11523,0.08087,0.11293,1.03814937759436,0.847968384915094,0.850444738353873
2007-07-13 01:00:00,1.5692,1.3352,1.5897,1.07250510514045,0.927980653630359,0.979727554311097
2007-07-13 01:10:00,1.1138,0.9123,1.0201,1.07407938408329,0.951831933948733,1.00943451705278
2007-07-13 01:20:00,1.4587,1.0874,1.2504,1.06606993588594,0.900961630592376,0.97384794917421
2007-07-13 01:30:00,0.20003,0.20254,0.20568,1.03294097931291,0.89454424747382,0.965847918226817
2007-07-13 01:40:00,0.22999,0.17724,0.23252,1.12175523148745,0.876897009364702,0.949442905046918
2007-07-13 01:50:00,1.5503,1.2412,1.5845,1.11106399210505,0.940863153414896,1.0587986488777
2007-07-13 02:00:00,1.1286,0.7454,0.9374,1.14473167259363,0.920735203416892,1.05291995703226
2007-07-13 02:10:00,1.315,1.0373,0.9353,1.09667997739837,0.930589013480616,1.05788419776666
2007-07-13 02:20:00,0.14846,0.1528,0.12555,1.15443430490583,0.86973157189665,1.01888123880674
2007-07-13 02:30:00,1.3839,1.2865,1.3863,1.17975767396986,0.941509754976024,1.08536289539903
2007-07-13 02:40:00,1.0753,1.133,1.111,1.18724059062718,0.9850269439697,1.11674884030492
2007-07-13 02:50:00,1.6187,1.321,1.5514,1.1609014524171,0.982871049786922,1.11039987484643
2007-07-13 03:00:00,0.421,0.17678,0.23768,1.10237510957567,0.960700358073955,1.08626686067629
2007-07-13 03:10:00,0.7399,0.7679,0.6261,1.17083302520946,0.934946128743173,1.04443142310249
2007-07-13 03:20:00,1.4725,1.2684,1.3385,1.23248114650771,0.995520275878561,1.10203903143155
2007-07-13 03:30:00,1.4763,1.2933,1.3627,1.17347797790241,1.05265363678975,1.15685635558065
2007-07-13 03:40:00,0.8669,0.3813,0.6105,1.14390882809101,1.00388383017633,1.07309165152031
2007-07-13 03:50:00,0.20256,0.12385,0.13913,1.12212271870526,0.99238948586325,1.05290937840898
2007-07-13 04:00:00,1.0821,0.9396,1.1231,1.12756396109597,0.984238998238358,1.06769537970356
2007-07-13 04:10:00,0.6309,0.4823,0.5878,1.15852454197512,0.987343873898357,1.07257353968632
2007-07-13 04:20:00,1.6014,1.1227,1.2391,1.13235103955268,0.966560109395662,1.05385554397828
2007-07-13 04:30:00,0.19157,0.15555,0.15565,1.03958602508549,0.921345548176864,1.01847676818787
2007-07-13 04:40:00,0.6698,0.5702,0.4729,1.0817931931594,0.845982744183511,0.9102166264586
2007-07-13 04:50:00,1.2129,0.9499,1.0201,1.13072553921907,0.877821600865568,0.944081539760847
2007-07-13 05:00:00,1.3682,1.1616,1.3499,1.06724580017594,0.91628913129725,1.00858718898669
2007-07-13 05:10:00,0.7559,0.63,0.7142,0.983217611116284,0.852741474698349,0.949678823442393
2007-07-13 05:20:00,0.3307,0.4365,0.19353,1.01570477423405,0.764460037368966,0.864564451334599
2007-07-13 05:30:00,1.2209,1.0509,1.0194,1.04004910915098,0.81374532520366,0.894432231391734
2007-07-13 05:40:00,0.9776,0.8315,0.8777,1.06377541981956,0.837104769216027,0.917229629100299
2007-07-13 05:50:00,1.303,0.9605,1.0886,1.06345565543209,0.839342230640847,0.913031083916214
2007-07-13 06:00:00,0.6198,0.5805,0.5036,0.954471723731303,0.842618918015075,0.91051267142559
2007-07-13 06:10:00,0.4774,0.3731,0.3516,0.955182791348448,0.785502945543833,0.843398862878856
2007-07-13 06:20:00,0.31199,0.27115,0.25992,0.992774083584798,0.786230325565632,0.843936987404592
2007-07-13 06:30:00,1.1658,0.9786,0.8248,0.961256874811834,0.81865666911636,0.861335055483037
2007-07-13 06:40:00,0.8884,0.958,1.0231,0.91449111668502,0.819572190322559,0.861686600221924
2007-07-13 06:50:00,1.026,0.8321,0.8284,0.917264378400126,0.776340145677743,0.784164537270684
2007-07-13 07:00:00,0.8019,0.6485,0.8499,0.918724197634944,0.777384082738792,0.795281828884152
2007-07-13 07:10:00,0.4317,0.4687,0.29971,0.908670294181565,0.778292965617958,0.796144930662317
2007-07-13 07:20:00,1.1492,1.1162,1.1768,0.884346407345174,0.788703637552612,0.820394553800685
2007-07-13 07:30:00,0.6131,0.7249,0.588,0.889100132433014,0.7799449071372,0.800395906552469
2007-07-13 07:40:00,1.3289,1.1352,1.176,0.921034830905351,0.8054406387586,0.81472138850991
2007-07-13 07:50:00,1.0567,0.933,1.0929,0.918902552558664,0.831019374104598,0.861292378884538
2007-07-13 08:00:00,0.3526,0.25524,0.27628,1.00180950410283,0.829596718548055,0.860453648516711
2007-07-13 08:10:00,1.4069,1.2474,1.6067,0.98341638233345,0.900838538515047,0.993706841126743
2007-07-13 08:20:00,0.9768,0.9973,0.9306,1.0303719568607,0.902708996283129,1.00054627108736
2007-07-13 08:30:00,1.3417,1.1959,1.3187,1.00328996624074,0.93019519283496,1.03337230775572
2007-07-13 08:40:00,0.4159,0.28535,0.28772,0.989562446488895,0.912095271692998,1.01900524290985
2007-07-13 08:50:00,0.29234,0.22171,0.25881,1.09473089701523,0.903267594901968,1.00278948347934
2007-07-13 09:00:00,1.6129,1.3261,1.5092,1.06637306681658,0.9735471694073,1.08931953696103
2007-07-13 09:10:00,0.688,0.7163,1.055,1.12816572885131,0.942586622044355,1.07855148628094
2007-07-13 09:20:00,1.4276,1.152,1.4385,1.07576029187315,0.977189683946509,1.14108133512734
2007-07-13 09:30:00,0.3813,0.3193,0.3264,1.0467330404002,0.933671792175243,1.10606295808166
2007-07-13 09:40:00,0.14341,0.13506,0.15184,1.07568076501731,0.907123164849099,1.07567516118002
2007-07-13 09:50:00,1.0678,0.9094,0.9654,1.07608056160019,0.93129984054063,1.09636841785626
2007-07-13 10:00:00,1.4097,1.0537,1.2828,1.13060337258517,0.905919690212067,1.04712245335371
2007-07-13 10:10:00,1.4921,1.245,1.3631,1.12165129267787,0.936611691984011,1.08915852570808
2007-07-13 10:20:00,1.2613,0.7911,1.035,1.12041414586882,0.896431973034373,1.06068512926206
2007-07-13 10:30:00,0.25182,0.23241,0.21481,1.1210827869284,0.896062608823948,1.06034167084165
2007-07-13 10:40:00,0.3808,0.3643,0.3915,1.0629605323444,0.897356333346557,1.06139484550365
2007-07-13 10:50:00,1.1935,0.8204,1.1506,1.107176717428,0.83120253891697,1.01192561172627
2007-07-13 11:00:00,1.3006,1.0815,1.306,1.07530740098221,0.865822647283204,1.0397280462809
2007-07-13 11:10:00,1.1556,1.0862,1.114,1.07567889945905,0.85656066975545,0.997035346487922
2007-07-13 11:20:00,0.4139,0.30418,0.27239,1.0756207776353,0.85639371102549,0.996628233991862
2007-07-13 11:30:00,0.08085,0.06146,0.08728,1.04555898372993,0.856309184943787,0.996548920205173
2007-07-13 11:40:00,0.04298,0.04384,0.04288,0.968892912946866,0.826817778479491,0.97072105953609
2007-07-13 11:50:00,0.04134,0.04298,0.04908,0.858497581402136,0.776255304024293,0.904018101339069
2007-07-13 12:00:00,0.04223,0.04218,0.0494,0.775025099230492,0.674556527429193,0.808125343025992
2007-07-13 12:10:00,0.05751,0.05654,0.05789,0.774289095062931,0.64287904883078,0.75792059506244
2007-07-13 12:20:00,0.04093,0.04092,0.04098,0.771742978660612,0.642038826541444,0.75744431692324
2007-07-13 12:30:00,0.07648,0.06702,0.06734,0.794926943765407,0.638784635958118,0.754542697768798
2007-07-13 12:40:00,1.303,0.9356,1.1619,0.692050957680404,0.656453818420562,0.756747492194582
2007-07-13 12:50:00,0.5308,0.459,0.6219,0.74524699588255,0.570346813753412,0.644552424866887
2007-07-13 13:00:00,1.3631,1.169,1.2751,0.743650874162504,0.596144485338743,0.687770871067124
2007-07-13 13:10:00,0.3393,0.25393,0.29502,0.745368628729035,0.595223028950638,0.688091776684584
2007-07-13 13:20:00,0.3265,0.24454,0.27223,0.844731028298907,0.596349231099362,0.689234491489448
2007-07-13 13:30:00,1.3131,0.9975,1.2967,0.914090265250051,0.665530497642254,0.79848823150138
2007-07-13 13:40:00,1.2455,0.9034,1.0441,0.935360021688648,0.708879056750676,0.845277019882255
2007-07-13 13:50:00,0.8684,0.769,0.9581,0.938014298447774,0.733171044827433,0.878168442922636
2007-07-13 14:00:00,0.438,0.4844,0.4866,0.939996783336655,0.738988947356714,0.882292156596714
2007-07-13 14:10:00,0.3979,0.3314,0.3891,0.956461646009901,0.740832170776096,0.884386838263312
2007-07-13 14:20:00,0.811,0.6422,0.7354,0.890229485074999,0.753987022528912,0.898281402734882
2007-07-13 14:30:00,0.5631,0.6779,0.9488,0.980455980725664,0.728328992333359,0.872980665841732
2007-07-13 14:40:00,1.4412,1.3086,1.3877,0.909983512390195,0.826719545649345,0.95388732519944
2007-07-13 14:50:00,0.6423,0.5594,0.5059,0.909748795320044,0.764315194567774,0.890420852127432
2007-07-13 15:00:00,0.3177,0.27739,0.27493,0.95645701546127,0.76455146099237,0.890249264846075
2007-07-13 15:10:00,1.1445,1.0472,1.1331,0.909808196726259,0.815023665283874,0.937931924315748
2007-07-13 15:20:00,0.9289,0.8322,0.9804,0.898975770590361,0.797234962507249,0.897089413558773
2007-07-13 15:30:00,1.1728,0.4873,0.6424,0.883263512719885,0.769087161833465,0.86587933631122
2007-07-13 15:40:00,0.5903,0.5155,0.4007,0.882218010568096,0.75386486906738,0.834558904076744
2007-07-13 15:50:00,0.3796,0.3446,0.4533,0.973924720997209,0.750292592656609,0.833677667231765
2007-07-13 16:00:00,1.4275,1.3163,1.3127,0.962782955558129,0.84781107346087,0.913785275047291
2007-07-13 16:10:00,0.5398,0.427,0.4494,0.970591258294794,0.84052178195452,0.903457691400188
2007-07-13 16:20:00,0.7613,0.6828,0.7547,0.882520085056656,0.840789233653071,0.888781879881825
2007-07-13 16:30:00,0.6459,0.5924,0.4616,0.878230187653212,0.751823665207671,0.787074661989187
2007-07-13 16:40:00,0.5257,0.3626,0.3813,0.971154147833226,0.745511020873367,0.783740589987206
2007-07-13 16:50:00,1.4252,1.118,1.403,0.964207110827024,0.80876695836926,0.892036822899557
2007-07-13 17:00:00,1.0815,0.968,0.8323,0.976729167093488,0.798384889033416,0.860259786748219
2007-07-13 17:10:00,1.0703,0.8431,0.9187,0.930124485799991,0.79938352875302,0.85394695809964
2007-07-13 17:20:00,0.4443,0.3708,0.4982,0.923475309573676,0.796559654580072,0.848524486685113
2007-07-13 17:30:00,0.04353,0.04109,0.04423,1.01289984059203,0.790519833852161,0.846038405292769
2007-07-13 17:40:00,1.4541,1.4516,1.5155,0.989982661174353,0.906738255210396,0.96113411793326
2007-07-13 17:50:00,1.2768,1.2009,1.2562,1.00637838617679,0.887804336739979,0.952649286737743
2007-07-13 18:00:00,0.9067,0.9041,0.835,0.996503828316939,0.910518752296006,0.96745917737461
2007-07-13 18:10:00,0.4392,0.25713,0.3623,0.98897739575282,0.900308325192697,0.955977617521435
2007-07-13 18:20:00,0.1344,0.09397,0.11849,1.09633689022454,0.893155490325081,0.953029594331778
2007-07-13 18:30:00,1.6325,1.5023,1.47,1.04293932694012,0.997013386850811,1.04025582513863
2007-07-13 18:40:00,0.8858,0.7019,0.7951,1.02261393530806,0.966715199370954,0.978696707615042
2007-07-13 18:50:00,0.7854,0.7716,0.7786,0.989645718803894,0.953221867386094,0.975655226345635
2007-07-13 19:00:00,0.2905,0.27997,0.23808,1.03384645269921,0.935234561692996,0.952895267768088
2007-07-13 19:10:00,1.1974,1.2431,1.1247,1.04851667962254,0.991205259547254,0.99108432296888
2007-07-13 19:20:00,0.8304,0.8285,0.7487,1.01622738710073,1.00702796046548,1.00281118043219
2007-07-13 19:30:00,1.2244,0.9481,1.0244,0.97658603301505,0.942548718996443,0.931394793628414
2007-07-13 19:40:00,0.8726,0.5743,0.6105,0.956200818185704,0.891617181490977,0.871427089924284
2007-07-13 19:50:00,0.3915,0.4162,0.29042,0.970635292683398,0.867677244951031,0.850530156861109
2007-07-13 20:00:00,0.8277,0.8809,0.7185,1.00351052023691,0.891604999960078,0.862769975878291
2007-07-13 20:10:00,1.0494,0.9463,0.8306,0.922642502343469,0.920255539349593,0.883585378191731
2007-07-13 20:20:00,1.1814,1.1983,1.1051,0.907847298564947,0.86185473943475,0.813112983651189
2007-07-13 20:30:00,0.629,0.7456,0.6559,0.891918810451214,0.864415984473056,0.803742198504048
2007-07-13 20:40:00,0.27194,0.15658,0.18337,0.892824828280077,0.847137974993907,0.783190445610875
2007-07-13 20:50:00,0.3696,0.26429,0.26127,0.940128099679491,0.847003079124701,0.783386934505353
2007-07-13 21:00:00,1.4655,1.3314,1.3803,0.942020702388259,0.863674982661489,0.834602642868349
2007-07-13 21:10:00,0.8586,0.6687,0.6899,0.904643005160709,0.853513426673209,0.83094498432803
2007-07-13 21:20:00,0.8829,0.7047,0.9127,0.882429104446545,0.833914228171129,0.818086481334229
2007-07-13 21:30:00,0.29589,0.26595,0.19226,0.880564008494607,0.827043054619561,0.808833172370284
2007-07-13 21:40:00,0.1986,0.22348,0.27342,1.05743428083138,0.824561042664533,0.808660975370478
2007-07-13 21:50:00,1.8722,1.3324,1.9611,1.03242715959739,0.888230458663315,1.04047873484694
2007-07-13 22:00:00,0.5568,0.5528,0.6069,0.991693734582341,0.863669848304068,1.03143293707535
2007-07-13 22:10:00,0.5274,0.4931,0.5029,0.984995631083887,0.799393253315193,0.998473118477362
2007-07-13 22:20:00,0.23701,0.24592,0.25738,1.05237736209257,0.781630478698727,0.991030760398306
2007-07-13 22:30:00,1.3641,1.1973,1.3246,1.10317844334693,0.852813949884794,1.05267461473113
2007-07-13 22:40:00,1.2957,1.1051,1.1034,1.04123832180937,0.900893212126719,1.08490565422258
2007-07-13 22:50:00,0.8355,0.6313,0.7896,1.02731690903017,0.822026673789041,1.03191440209824
2007-07-13 23:00:00,0.4592,0.3649,0.4704,1.01080483652703,0.811600390162851,1.02603036598581
2007-07-13 23:10:00,0.4139,0.3575,0.3277,1.04202266517818,0.798560891590984,1.00652922064075
2007-07-13 23:20:00,1.0656,0.9534,1.0171,1.06693512806403,0.833903387630391,1.03440457137846
2007-07-13 23:30:00,1.0017,0.8426,1.0242,0.906990716990963,0.856723643269037,1.06107195865196
2007-07-13 23:40:00,0.98,0.6269,0.8804,0.904510814606538,0.767572556438216,0.854066537427116
2007-07-13 23:50:00,0.4632,0.3214,0.3799,0.900672931311973,0.761119169440269,0.847592887323357
2007-07-14 00:00:00,0.3244,0.28626,0.26469,1.00095403761137,0.756466518678672,0.843371156101422
2007-07-14 00:10:00,1.4858,1.1967,1.2898,0.940683574012064,0.831290151241355,0.919435485883025
2007-07-14 00:20:00,0.7898,0.7744,0.7386,0.909327153843311,0.777568395883666,0.851397048936069
2007-07-14 00:30:00,1.0654,0.8582,0.9367,0.88970766084163,0.743097329341965,0.830923949936213
2007-07-14 00:40:00,0.22712,0.19887,0.22474,0.886766080850902,0.730628433230794,0.811105730034743
2007-07-14 00:50:00,0.23681,0.21444,0.27962,0.942902786277852,0.728607688256219,0.807619005362807
2007-07-14 01:00:00,1.208,1.1928,1.1874,0.930155039745285,0.806412685319911,0.872128116498515
2007-07-14 01:10:00,0.9312,0.7221,0.8219,0.961745482355042,0.784910116003863,0.8535870353099
2007-07-14 01:20:00,1.2647,0.9113,0.9746,0.934501126176221,0.791995976769677,0.847881733089182
2007-07-14 01:30:00,0.3903,0.30744,0.3527,0.931396045102127,0.782252931638813,0.822454732331277
2007-07-14 01:40:00,0.12778,0.11795,0.12357,1.00756362709066,0.780817694464678,0.820274895252934
2007-07-14 01:50:00,1.3773,1.0527,1.1632,0.979862985907482,0.829767235703192,0.880025592234434
2007-07-14 02:00:00,1.3191,1.1024,1.4607,0.98157586449396,0.814393174309817,0.913556814083619
2007-07-14 02:10:00,0.8203,0.6041,0.7493,0.948207967059826,0.804045268305095,0.914147756950236
2007-07-14 02:20:00,0.4495,0.5758,0.4349,0.950442127739975,0.784624282366574,0.888870370804165
2007-07-14 02:30:00,0.4383,0.444,0.3427,1.00477677659713,0.788202385594948,0.889885151398201
2007-07-14 02:40:00,1.2349,1.1143,1.0063,1.05416040681579,0.845376572486485,0.923571694560477
2007-07-14 02:50:00,1.5393,1.2886,1.4173,1.06876928175562,0.86224201238055,0.960287056105195
2007-07-14 03:00:00,1.1187,0.7911,1.0101,1.02198785788952,0.866649842110435,0.974398962566097
2007-07-14 03:10:00,0.5668,0.6521,0.6037,1.02068168439874,0.848540007393169,0.953299018953942
2007-07-14 03:20:00,0.21832,0.20002,0.19988,1.11177635584774,0.847726881201485,0.95220075984763
2007-07-14 03:30:00,1.5512,1.232,1.3507,1.11676265164109,0.914539314249364,1.02234386219205
2007-07-14 03:40:00,1.4154,0.9782,0.9403,1.08309383285246,0.90681687514691,1.00221774189494
2007-07-14 03:50:00,0.9393,0.8014,0.8138,1.07473642944467,0.878043863849238,0.925159686035248
2007-07-14 04:00:00,0.5865,0.4407,0.9179,1.07258444275276,0.873157449420745,0.93646647801861
2007-07-14 04:10:00,0.11489,0.10525,0.08966,1.07054918480753,0.866188979061993,0.933876711840364
2007-07-14 04:20:00,0.04093,0.04098,0.04098,1.02281028369396,0.862938778800732,0.932595226727927
2007-07-14 04:30:00,0.04237,0.04126,0.04392,1.00350965023124,0.807893642272513,0.898845609176543
2007-07-14 04:40:00,1.4316,1.4122,1.2886,1.05341237821023,0.835721724429016,0.873838905798723
2007-07-14 04:50:00,1.4889,1.1954,1.5166,1.07921076104846,0.88142403865494,0.955395272741658
